user_id,typing_speed,click_interval,mouse_speed,read_time,navigation_entropy,navigation_depth,label,attack_type,typing_deviation,click_deviation,mouse_deviation,read_deviation,entropy_deviation
user_062,234.18402854982412,344.8065541010659,1.0023549063286172,4930.216262172162,0.5332934790981817,5,legitimate,none,0.015182263965438533,0.04050907768496501,0.06848861221251452,0.008648013843850307,0.013497806187670266
user_016,532.1575042532368,297.87972313823775,5.710581727690667,805.9841072434275,1.0,8,attack,session_hijack,0.6494835226215621,0.4577293208970461,1.8657593760133417,0.6320841345558167,2.448965122620276
user_037,275.0579418115443,578.3550256537702,2.785980657770253,3188.682677997396,0.3071425610808955,6,legitimate,none,0.02460619116509946,0.07742018716376801,0.045159856323799756,0.11152812481693558,0.18664131346021495
user_064,240.1788970902525,628.2413410133548,3.0307339314522985,2986.4812664500364,0.6599085260395103,3,legitimate,none,0.07568516097004555,0.07237998426070608,0.016822765111618173,0.05165134455882828,0.13838299099649945
user_057,184.8754423963509,866.1442112892341,1.7806537200603576,10273.592723364003,1.0,6,attack,social_engineering,0.17613881171737816,0.7813129800505583,0.3224130495569735,2.592637912741331,1.4045688698168233
user_018,369.60557576651127,360.54939177113613,6.9608136306534,1153.185336840991,1.0,4,attack,session_hijack,1.1251611167671816,0.38398996032748334,1.120676563428165,0.6869603542345629,1.0123346819842352
user_042,274.4071430465472,588.5675180590202,2.5467369372367035,2473.4958519303,0.42656324683951785,1,legitimate,none,0.0564410708848197,0.0204755501662677,0.13841777009163897,0.07457029528195776,0.09334582156272532
user_049,328.7098658081626,412.3878809332549,3.7539735862711603,4352.52877080069,0.5053609777970868,5,legitimate,none,0.020716706781400956,0.12495028573795455,0.03743389778665984,0.11006881571591591,0.053372764005306106
user_075,457.8749582243229,365.99015602115713,3.39911275438875,1697.478139865792,1.0,8,attack,session_hijack,1.141652930378291,0.4263028690959424,2.1772878391668167,0.6179781116488209,2.6122645950702825
user_064,271.32027559565023,612.5198699304932,2.1853957326974656,2663.591077057105,0.5141710939383268,5,legitimate,none,0.04416066482526241,0.04554413343115058,0.2667914168500664,0.062050323566338925,0.11302308622330207
user_042,256.6676463803102,535.8467813019278,2.7630202195933107,2583.0368212089984,0.49492988535719723,4,legitimate,none,0.011854282679858328,0.07093320277474995,0.06524734169753206,0.03358681565533797,0.051966506531693865
user_059,242.22601833111207,626.1287421260553,1.5279880342443575,3599.2856075123086,0.20867827557025118,4,legitimate,none,0.04803575724709394,0.02982137794211206,0.07252062247462165,0.06963264391821665,0.10759677329393184
user_090,426.9565272167245,766.482176497389,4.158641242281613,7263.790802130837,0.38148787017046865,7,attack,behavioral_anomaly,0.3978894982655734,0.4645362407148981,0.8298514570640094,0.5392442446965666,0.9070687402885677
user_004,278.5433214709536,348.42812395355094,1.9645053187868249,2957.7958930497334,0.37999247207634124,2,legitimate,none,0.022663029723691396,0.020712397896326246,0.04693550411802198,0.045590751035762364,0.06970378379657952
user_004,319.67465293008974,350.79116505011723,1.89492880014263,3263.1591633685666,0.3564706098671763,7,legitimate,none,0.17367541739982506,0.014070864994586853,0.009856384542758884,0.05294259609988486,0.003488195709796314
user_045,216.91097431654802,566.4742948821281,2.0419887357013833,4465.171154951463,0.42581891891934787,4,legitimate,none,0.09111284891840386,0.17807483343664623,0.06300411525029638,0.045115955824622536,0.018878407909355736
user_028,335.13638020234754,403.3188802632648,2.5883437893673764,2977.167736482355,0.2866532317598481,7,legitimate,none,0.02146950393099043,0.006503314003398578,0.038767310307141915,0.025677637334213733,0.030466113467620258
user_013,285.32358132347804,371.88518104988316,3.6370952946310915,2333.38916502725,0.5721806788581983,6,legitimate,none,0.10359884678535634,0.04353762818722774,0.06766422980503434,0.049350005032778435,0.036893578562769466
user_036,228.42483938182653,346.9562785682675,3.918657611512935,4619.9166502870685,0.2356407672119369,2,legitimate,none,0.04679627944691541,0.00453653190714138,0.038307805857418845,0.0026125567082743544,0.1143779394424297
user_018,177.25611183780882,608.0688128970111,3.020176148149296,4257.892803554186,0.5761018004869006,5,legitimate,none,0.01918861966794379,0.03890479946801766,0.07987526823013752,0.15583264229069338,0.15930963347335247
user_022,368.7791704200594,123.65280387519695,7.0652089878906175,1254.5450402805197,1.0,12,attack,credential_theft,0.7734006015889846,0.6607497936976736,0.8646174870918933,0.7164460583226591,1.2986831120562223
user_045,220.4158742458086,632.9668821264484,2.2072861282729686,4929.242223364681,0.4493688382774379,3,legitimate,none,0.10874331394692072,0.0815974975014151,0.012844969463793548,0.054126389701104345,0.035382531066424805
user_060,178.0164048682049,497.52971951719866,2.6480064532734247,3948.6047804713667,0.4782474785263088,4,legitimate,none,0.11026857771380391,0.029289575150027784,0.009955007832555452,0.009282307477134637,0.003159740896175169
user_035,186.71279159339505,650.0640008205527,2.1976587652746082,4155.931695679157,0.2180743147669693,5,legitimate,none,0.009950089784074237,0.12784887166014075,0.017337571369830718,0.1360150586831223,0.029213520083865678
user_033,344.6188935214672,443.58597038703255,1.7975425415269246,1923.1940919580272,0.47870716295608023,3,legitimate,none,0.08691840983123063,0.03566078809737029,0.15259925380426156,0.0938269552784362,0.15101000965008043
user_089,360.11363754073113,714.0635201708158,3.2026494160456283,3407.9564995861865,0.19275714623975476,3,legitimate,none,0.060874766193089916,0.02831665119831065,0.017632750657280483,0.08922898188476093,0.027625295566030574
user_021,205.18858825853516,371.58949773065865,3.1362122987736085,2995.136794051281,0.17271180423436316,4,legitimate,none,0.026669588100870226,0.1994248399516283,0.03993111611762921,0.11492813061579389,0.06460730720786369
user_046,317.2163740669005,485.8264592947202,2.8520381898291194,3764.688263310401,0.2450828484441455,3,legitimate,none,0.026715603839923198,0.030392637323246194,0.04443037249198138,0.08256816650331072,0.030368804513158532
user_083,207.22421511474704,416.2306920843061,1.834107715979113,4375.3994794373875,0.47758245932138416,5,legitimate,none,0.13544582830651275,0.0025249370105830306,0.0764785532888996,0.08907011314291535,0.022486259481609795
user_068,232.2118633414258,518.5294428245265,1.597278490448929,3370.466262699906,0.3752830520326156,4,legitimate,none,0.06488041915711104,0.05954517138901511,0.05111384178996416,0.020872381673884527,0.13954490019386184
user_055,398.9143436128253,232.86082467036357,5.880851439140537,1420.5864848475,1.0,7,attack,credential_theft,0.5937241301062277,0.6240044730589442,0.9935820881378571,0.6540134279299331,0.9680905556791045
user_052,312.75121609618,694.8320463324524,1.3610458325525232,3764.375916838074,0.49494504349668433,3,legitimate,none,0.1456027850213953,0.0017089897953181951,0.041687116970473344,0.05889946840177809,0.09154038530116959
user_086,233.22528285088976,904.1220023229284,4.230004546578015,4680.123026172846,0.3341378975194672,7,attack,behavioral_anomaly,0.3058648111634395,0.49539471200346236,0.4817922820465718,1.031860722443078,0.778766800278628
user_009,318.4353846342329,444.188359193759,2.846863895357584,3171.1208598695616,0.20770538262015628,4,legitimate,none,0.12718711825445478,0.04592569767152011,0.11196757161166353,0.12884426385457098,0.10926593243323508
user_085,240.68287756047664,421.41643965853314,3.9829953282927213,2874.8941585050043,0.19434446830929653,3,legitimate,none,0.07396102989991751,0.11580853538201111,0.08732540313795907,0.05825932954026776,0.04112730713439704
user_037,303.12130602016015,617.2294533052021,2.5007970368182315,3549.6754349618864,0.2517935959206802,7,legitimate,none,0.07491041076932967,0.01540851510086458,0.06182669847111707,0.010943669072604188,0.02719869778812156
user_061,339.96270967808255,503.3219032557237,1.9098977714270216,4317.2497384943235,0.2548336767968501,3,legitimate,none,0.01508734808850525,0.006314134061964509,0.029952035839912527,0.01557585983601566,0.06267905026766989
user_066,239.32091833627643,570.7379669187969,0.9524629615692569,2396.2546997749387,0.1602277660847677,4,legitimate,none,0.0819476961588659,0.05371980111579884,0.08696242624010202,0.020456695187421242,0.06135530099064497
user_068,255.83761274098998,492.5953950384732,1.4002728941450715,4069.38218068216,0.3652306261735057,5,legitimate,none,0.030260718585433766,0.006552433008325711,0.07852874115552465,0.23256533516121064,0.10902076498370054
user_002,221.23827756476325,1609.1002071851194,2.1608882903703717,10297.280848584745,0.5529648154424012,9,attack,social_engineering,0.43552251052586727,1.3389310276384796,0.3821316335453308,2.9048969164866847,1.385307001156757
user_048,326.7352387588776,568.4327717160533,4.3174194793307255,2830.5589949621753,0.1768714214994604,5,legitimate,none,0.03358993298274866,0.16599677447162428,0.15297424381303645,0.08999172368988602,0.12688913051370504
user_001,184.047657713314,341.5673430264142,3.572695121505952,4329.162250736359,0.4432742981103709,7,legitimate,none,0.01572169357611755,0.05672030060708094,0.007178855542978164,0.1382512526831494,0.05411138416474163
user_077,279.2516044457679,445.1112275623167,1.5218690850583432,4497.477285405066,0.5878158358690809,3,legitimate,none,0.10120684784785865,0.07823720103999363,0.006819434331156714,0.057770937916672205,0.1456709273247525
user_029,160.149615027626,588.7409273350506,2.8939765201627115,1957.3228208958337,0.29914338351952113,4,legitimate,none,0.017615145136410583,0.08259115185011176,0.15388107900827633,0.09149188448302562,0.08625003166358172
user_000,230.79031093342783,668.3616456395756,3.408043038504306,2990.2075784773765,0.2243591323652828,6,legitimate,none,0.026154189901133097,0.017528042304709206,0.06635244649467914,0.21226898966475694,0.018849164648685194
user_026,238.00373605429616,362.3714594700038,1.453563069277516,3235.305093332163,0.5656842957177519,6,legitimate,none,0.019365653623037334,0.06807800645452523,0.06911388399699557,0.07383703481376315,0.015018161886390624
user_097,526.2450311219568,99.24219949836163,4.254218282972795,2380.7660654521637,1.0,3,attack,credential_theft,0.5935635105130624,0.6880927427950569,1.3084499229092401,0.5092453088186781,0.8161388180313552
user_088,167.1137144159313,624.4983374305244,1.8982123949588183,2869.6619802982004,0.5158475068026322,5,legitimate,none,0.0008754491826779387,0.10099604840069323,0.10580303452937659,0.07785031731309164,0.00017004337263325345
user_008,168.64524869988858,461.14585726640144,1.1003909545378463,4342.872790039777,0.27866782965764253,2,legitimate,none,0.03303982577147476,0.07413586470778483,0.0025151336299821733,0.08144914888231834,0.04585022505929595
user_046,746.1559596896342,218.6038285415333,5.988485635922748,1960.929134367616,0.6151658432723874,3,attack,session_hijack,1.4150391636149677,0.5637127669602394,1.193012809468873,0.4361181300656753,1.5862588856533268
user_073,229.82762294703218,582.5265439795114,4.049253549751124,2757.3377452976188,0.16778566241606122,5,legitimate,none,0.011473855002766594,0.14894554076173766,0.08966549190646358,0.06568991574343437,0.07409487011392099
user_081,332.84717140328416,407.9938140064513,0.9702501551827936,5419.393095789324,0.19189704667727714,6,legitimate,none,0.011371841002403378,0.10464972615779883,0.060302196684608934,0.14911480201847946,0.004281172206373372
user_086,173.5988998969892,644.4931561179819,3.354465633204185,2698.2613256032087,0.2049493989225331,6,legitimate,none,0.02799262643793689,0.06597522801686931,0.17508651135932138,0.17144168555407416,0.09103812900846676
user_059,271.025265458613,753.7805278241246,1.6613228575189496,3633.710638915244,0.19100515897475404,5,legitimate,none,0.06514718516542992,0.23977586333753115,0.008412798548097131,0.0607342321382418,0.013793588167311957
user_027,342.1107047041341,289.362815296843,8.150101838941215,964.516008102088,1.0,8,attack,credential_theft,0.5938770501677954,0.4298452196564009,1.6214064786199016,0.6879486554564168,0.702701688208222
user_082,180.82416130276036,728.4398367695112,4.299829716449041,4456.73396438862,0.3979863199602345,5,legitimate,none,0.154484919362721,0.07119600768608685,0.11631075908385072,0.1979457557763468,0.08367070620141889
user_029,147.1875599965105,499.2005513731987,2.093736376859444,2407.1370833482433,0.2665834557464503,5,legitimate,none,0.06474773478359044,0.08205787159796858,0.16518922221469132,0.11729324975776335,0.031981640915444566
user_085,304.6507924660153,455.7867881690747,4.089339710598423,2655.851180659996,0.21587247160562734,7,legitimate,none,0.17215860536034408,0.04369466907534548,0.11635655653666721,0.13001212092738604,0.06508932291611651
user_025,311.1743366656193,1130.4086124835435,2.110767786407942,8040.803739692162,0.5932148642402297,13,attack,social_engineering,0.32177503059756035,0.8022926777390748,0.41076080404014154,2.9789090274502303,0.5617645966307085
user_067,302.738523734137,271.72763969668136,6.6584991090020855,1437.0369798409024,0.6000189455365071,8,attack,session_hijack,0.9143005974127654,0.5768696497396875,1.1403264739339063,0.5801233139983776,2.092476712945377
user_076,158.62756906176668,644.1913352645176,2.7230797476008184,4781.893908793489,0.43187860859109295,4,legitimate,none,0.08642020492624629,0.11317962703745775,0.05672272892229606,0.032267798682774816,0.10171629595422536
user_056,348.8732905750428,436.2137950614978,2.172649871018747,2284.485649169295,0.37655656764300816,5,legitimate,none,0.06363461654459471,0.0023339541414477646,0.021582714351994856,0.0011130104952356812,0.08207546717595433
user_004,269.51053605508173,357.98504115910066,1.8426797538346813,2905.7018249900025,0.3600244089702187,5,legitimate,none,0.010500557367384328,0.006148150636701412,0.01798847854464622,0.06240024775905222,0.013492373757338237
user_025,221.23592512151555,621.5062523900617,3.4264608553529197,2266.0472414409096,0.3878129360132965,3,legitimate,none,0.060256302527277705,0.009087372936157155,0.043473634382121436,0.1213301701532532,0.021000231268146766
user_054,664.8985469628843,337.64887547690165,10.212085944813596,1690.8720601467955,0.9818447698618538,5,attack,session_hijack,1.1319581567967496,0.45893536228125387,1.8357319401530678,0.643254987893483,1.5830945334390814
user_010,340.40471710489794,582.6930938889981,2.9236095830226905,5607.724668937095,0.4555553390302952,4,legitimate,none,0.010212374521455257,0.04484861094778482,0.2343558952001814,0.1970853143521595,0.08710157233733386
user_000,211.17497508771794,582.0588806444999,2.7798541413064166,3813.498263199023,0.2247838340777464,3,legitimate,none,0.06106073252340135,0.1443905680531615,0.13020339503065304,0.004616154879492714,0.020777800137718568
user_055,277.7304354315399,1022.9982540193693,1.9614520456037576,8310.649035211687,1.0,8,attack,social_engineering,0.10957578662990974,0.6518139885671661,0.33507661172469827,1.0240745650054321,0.9680905556791045
user_054,286.18256054752584,554.2480293168663,4.349531748753945,4225.640815931298,0.36433356119104104,5,legitimate,none,0.08237242045539352,0.11184656319350265,0.20779497659001805,0.10846224290539805,0.0414900001011507
user_049,406.5403168076922,910.1098405116176,2.434641803697812,9872.841471022262,1.0,11,attack,social_engineering,0.21115360894556767,0.9311706107475619,0.3757271815013296,1.0186309994085492,0.8731704219053987
user_065,304.66579391979496,512.8463957630612,2.9046831853818342,2978.977954283257,0.2716601097654409,3,legitimate,none,0.02381351322502344,0.01704910032742315,0.024520976517583597,0.0858666432179693,0.03893684242603992
user_020,167.09141972112496,434.44362082379246,1.8311488567118641,3212.9460514292196,0.5024077999773183,4,legitimate,none,0.06913987077589107,0.21660350843049425,0.057599162657755165,0.08871002950474233,0.100280480989741
